id,question,option_a,option_b,option_c,option_d,answer,explanation,why_wrong_a,why_wrong_b,why_wrong_c,why_wrong_d,subject,topic,subtopic,tags,question_image_url
pearson_body_fluids_and_circulation_practice_55_67c85a55,How many papillary muscles are present in right ventricle?,1,2,3,4,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_56_c99a4159,Apex of heart is,Upper and tilted toward left,Lower and tilted towards left,Upper and tilted towards right,Lower and tilted towards right,B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_57_96cbc97f,Which of the following organs has papillary muscles?,Ciliary body,Legs,Wall of heart,Mammary glands,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_58_ddca7518,The full form of label ‘A’ in the diagram is,Sin-Atrial-Node,Sinus-Atrial-Node,Sino-Atrial-Node,Sinus-Atrial-Node,C,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//a1fbd7f9-bc37-43fa-a609-ae63b372a0df/markdown_0/imgs/img_in_image_box_133_179_663_578.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A47Z%2F-1%2F%2Fb7203eb36bfca68253d589d0a7e89d9cf7d5080eadcb0ae878290154fe3f274e,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//a1fbd7f9-bc37-43fa-a609-ae63b372a0df/markdown_0/imgs/img_in_image_box_133_179_663_578.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A47Z%2F-1%2F%2Fb7203eb36bfca68253d589d0a7e89d9cf7d5080eadcb0ae878290154fe3f274e
pearson_body_fluids_and_circulation_practice_59_91b46b5c,Bundle of HIS consists of,"A, B and C only","A, B, C, D","B, C and D only",C and D only,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_60_e667a4d5,Bicuspid valve/mitral valve is found between (a) Left atrium and left ventricle (c) Right atrium and left ventricle (b) Right atrium and right ventricle,Left atrium and left ventricle,Right atrium and right ventricle,Right atrium and left ventricle,Left atrium and right ventricle,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_62_ba399fcd,Chordae tendinae are found in,Joints,Atria of heart,Ventricles of heart,Ventricles of brain,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_63_3e18a5b7,Ventricles are thick-walled as compared to atrium because,It is to receive blood from atria,It is present on the posterior side,It has to pump blood,None of these,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_64_9a550ada,Papillary muscles are located in,Heart ventricles of human,Dermis of mammalian skin,Orbits of vertebrate eyes,Pylorus of vertebrate stomach,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_65_8f60c65d,Purkinje fibres are found in,Brain,Kidneys,Skin,Heart,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_66_caab492a,Which of the following has the thickest wall?,Left auricle,Left ventricle,Right auricle,Right ventricle,B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_67_fecc346b,'Heart of heart' is,SA node,AV node,Bundle of HIS,Purkinje fibres,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_68_6ec5a435,SA node is located in,Upper left corner of right atrium,Lower left corner of left atrium,Lower right corner of left atrium,Upper right corner of right atrium,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_69_443dd362,Human heart is,Neurogenic,Myogenic,Cardiogenic,Digenic,B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_70_768a68a9,Which of the following term does not apply to human heart?,Pacemaker,Four chambered,Mitral valve,Neurogenic,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_71_a3cd7478,Rate of heartbeat is determined by,SA node,AV node,Purkinje fibres,Papillary muscles,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_72_3bc4dd1f,"In amphibia, the heart has",Two auricles and two ventricles,Two auricles and one ventricle,One auricle and two ventricles,"One auricle, one ventricle and one sinus venosus",B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_73_68683c17,SA node is called the pace maker of the heart. Why?,It can change contractile activity generated by AV node.,It delays the transmission of impulse between the atria and ventricles.,It gets stimulated when it receives neural signal.,It initiates and maintains the rhythmic contractile activity of heart.,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_74_0850868e,Sino-Atrial node (SAN) can generate impulses,70-75 min $ ^{-1} $,50-55 min $ ^{-1} $,35-40 min $ ^{-1} $,90-100 min $ ^{-1} $,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_75_5e978ee3,The impulse of heartbeat originates from,SAN,AVN,Vagus nerve,Cardiac nerve,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_76_debb2b02,Rate of heart is determined by,SAN,AVN,Purkinje fibres,Bundle of His,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_77_40e3ad3f,Bundle of HIS is a group of,Ganglia,Nerve fibres,Muscular fibres,Connective tissue,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_78_fcbdf1a4,Bundle of HIS found in,Right atrium,Left atrium,Both a and b,Interventricular septum,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_79_be0a0010,An atrioventricular valve prevents the back flow or leakage of blood from the,Right ventricle into the right atrium,Left atrium into the left ventricle,Aorta into the left ventricle,Pulmonary vein into the right atrium,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_80_f7b24d70,How many double circulation are normally completed by the human heart in one minute?,8,16,36,72,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_81_c2202d95,The duration of cardiac cycle in a normal man is,0.8 seconds,80 seconds,60 seconds,72 seconds,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_82_29f2135f,During systole of heart,Only atria contracts,Only ventricles contract,Atria and ventricles contract separately,Atria and ventricles contract simultaneously,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_83_399dd1e2,"During diastole, blood",Enters the heart,Leaves the heart,Leaves the ventricle,Enters into lungs,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_84_ea93ff38,During ventricular systole the oxygenated blood is pumped into the,Aorta and deoxygenated blood is pumped into the pulmonary artery.,Pulmonary artery and deoxygenated blood is pumped into the artery.,Aorta and deoxygenated blood is pumped into pulmonary vein.,Pulmonary vein and deoxygenated blood is pumped into pulmonary artery.,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_85_826ad710,"To reach the left side of heart, the blood must pass through",Lungs,Liver,Kidneys,Sinus venosus,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_86_e65d3b0b,Mammals are said to have double circulation. It means,Blood vessels are paired.,There are two types of blood vessels attached to every organ.,"There are two systems, one from the heart to the lungs and back to the rest of the body.",Blood circulates twice through the heart.,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_87_2c3f6ce8,"In mammals, veins differs from arteries in having",Thicker walls,Deeply present,Carry blood away from heart,Internal valves,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_88_62a3726c,An artery is,Thick walled in which blood flows under low pressure.,Thin walled in which blood flows under high pressure.,Thick walled in which blood flows under high pressure.,Thin walled in which blood flows under low pressure.,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_89_f148698a,Cells constituting the wall of capillaries are,Parietal,Endothelial,Oxytic,Haemocytes,B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_90_a5f2e06a,A muscular wall is absent in,Venule,Vein,Capillary,Arteriole,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_91_b1160eda,Contraction of right ventricle pumps blood into,Dorsal aorta,Pulmonary vein,Coronary artery,Pulmonary artery,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_92_51f90ed4,Arteries carry oxygenated blood except in,Pulmonary,Cardiac,Hepatic,Systemic,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_93_4685baaf,When ventricular systole occurs,Atrial diastole coincides,Tricuspid and bicuspid valves close,Semilunar valves guarding pulmonary artery and aorta are forced to open,All the above,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_94_fa2f9b41,"During cardiac cycle, about ___ % of ventricular filling occurs prior to atrial contraction. ___ % ventricular filling occurs due to atrial contraction","50,50","70,30","30,70","10,90",B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_95_b1dd12b8,Which of the following events do not occur during joint diastole? A. All four chambers of heart are in relaxed state. B. Tricuspid and bicuspid valves open. C. Action potential is conducted from SAN to AVN. D. Blood from the pulmonary veins and vena cava flows into the left and right ventricles respectively through the left and right atria. E. The semilunar valves are closed.,Only E,Only C,Only D,Only A and B,B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_96_7b483d2b,The amount of blood to be pumped out by each ventricle/minute is,Stroke volume,Cardiac output,ERV,ZRV,B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_97_95f7d5c9,During cardiac cycle each ventricle pumps out about 70 mL of blood which is called (a) Stroke volume (b) Cardiac output (c) Tidal volume (d) Residual volume,Stroke volume,Cardiac output,Tidal volume,Residual volume,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_98_3187a110,Cardiac output is,Stroke volume (SV) × Heart rate (HR) = 5 L/m,SV × HR = 500 ml,SV × HR = 72 ml/m,SV × HR = 70 ml/m,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_100_edd73be3,Identify the correct sequence of events in a cardiac cycle:,"Diastole, atrial systole, ventricular diastole","Atrial systole, ventricular diastole, ventricular systole","Atrial systole, ventricular systole, joint diastole","Ventricular diastole, diastole, ventricular systole, atrial systole",C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_101_6930d3a6,First cardiac sound (lub) is associated with,Closure of tricuspid and bicuspid valves,Opening of tricuspid valves,Closure of semilunar valves,Opening of semilunar valves,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_102_47b3f3f3,Which of the following statement is wrong for second cardiac sound?,It is heard as dup,It is produced due to the closure of semilunar valves,It is clinically significant,It is clinically nonsignificant,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_103_8e8f45bc,Which of the following is correct about human heart?,The volume of both atria > the volume of both ventricles,The volume of both ventricles > the volume of both atria,The volume of both atria = the volume of both ventricles,Ventricles are upper chambers and atria are lower chambers in our heart.,B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_104_b9f997b1,Which of the following blood vessels possess semilunar valves?,Vena cava and aorta,Aorta and pulmonary artery,Pulmonary artery and pulmonary vein,Pulmonary vein and vena cava,B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_105_b95e5030,The heartbeat of a person increases at the time of an interview due to the secretion of (a) Renin (b) Adrenaline (c) ADH (d) ACTH,Renin,Adrenaline,ADH,ACTH,B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_106_d12974ee,Which of the following set is correct?,Sebum - Analgesic,Vitamin - Nicotine,Corpus callosum - Graafian follicle,Bundle of His - Purkinje fibres,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_107_d87c5a86,Cardiac centre lies in,Medulla oblongata,Pons,Cerebrum,Epithalamus,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_108_691c9355,Cardiac centre can moderate the cardiac functions through,Somatic neural system,Parasympathetic nervous system only,Autonomic nervous system (ANS),Sympathetic nervous system only,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_109_a9cc95dc,Neural signal through the sympathetic nervous (part of ANS) increases the cardiac output because of,Increasing the rate of heatbeat,Increasing the strength of ventricular contraction,Both a and b,Increasing the stimulation of vagus nerve,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_110_113a0553,Parasympathetic neural signal decreases the cardiac output by (a) Decreasing the rate of heartbeat (b) Decreasing the speed conduction of action potential (c) Both (a) and (b) (d) Increasing adrenal medulla hormones secretion,Decreasing the rate of heartbeat,Decreasing the speed conduction of action potential,Both a and b,Increasing adrenal medulla hormones secretion,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_111_a761c813,Heartbeat increases,on stimulation of sympathetic nerves,On stimulation of vagus nerve (parasympathetic nerve),By adrenalin secreted by adrenal medulla,Both a and c,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_112_55d8c716,Select the total number of incorrect matching from the following: (E) RBC–Red Blood Cells,1,2,3,4,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_113_50a91d32,Heartbeat is accelerated by,Sympathetic nerves and acetylcholine,Cranial nerves and adrenaline,Cranial nerves and acetylcholine,Sympathetic nerves and epinephrine,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_114_02e0494c,Body has the capacity to alter,Stroke volume,Heart rate,Cardiac output,All of these,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_115_578e8609,To obtain standard ECG a patient is connected to the machine with three electrical leads attached to the following parts except,Right wrist,Left wrist,Right ankle,Left ankle,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_118_294efdc2,Electrocardiogram is a measure of,Heart rate,Ventricular contraction,Volume of blood pumped,Electrical activity of heart,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_119_a75948b3,P-wave represents,Depolarization of ventricles,Repolarization of ventricle,Repolarization of atria,Depolarization of atria,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_120_7876dc0d,QRS complex represents the,Depolarization of ventricles,Repolarization of ventricles,Repolarization of atria,Depolarization of atria,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_121_5ac8ba8e,T-wave on an ECG represents,Depolarization of ventricles,Repolarization of ventricles,Repolarization of atria,Depolarization of atria,B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_122_c2928600,"In an adult, normal blood pressure is",80/120 mmHg,100/80 mmHg,120/80 mmHg,100/120 mmHg,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_123_7207e0f8,Normal BP = 120/80 mmHg in an adult. In this measurement 120 mmHg is the \_\_\_\_\_ pressure and 80 mmHg is \_\_\_\_\_ pressure.,"Diastolic, systolic","Systolic, diastolic","Pulse, diastolic","Pulse, systolic",B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_124_4f737a60,The difference of blood pressure between systolic and diastolic phase is,10 mmHg,40 mmHg,120 mmHg,180 mmHg,B,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_125_6d3dcf45,Which one indicates hypertension?,120/80 mmHg,80/120 mmHg,140/90 mmHg,40/60 mmHg,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_126_5f3ed1e6,Pulmonary circulation includes,Pulmonary artery,Pulmonary vein,Lungs,All of these,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_127_a48a8423,The instrument by which BP of human beings are determined is called,Ultrasound,BP meter,Stethoscope,Sphygmomanometer,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_128_c880df42,The instrument used to hear heartbeats is called,Electrocardiograph,Sphygmomanometer,Stethoscope,Haemometer,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_129_7c332847,A system which supplies blood to heart is,Portal system,Pulmonary system,Coronary system,All of these,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_130_44e00702,Hepatic portal system starts from,Digestive system to liver,Kidney to liver,Liver to heart,Liver to kidney,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_131_e2abb21d,A unique vascular connection that exists between the digestive tract and liver is called (a) Renal portal system (b) Hypothalamic-Hypophyseal portal system (c) Hepatic portal system (d) All the above,Renal portal system,Hypothalamic-Hypophyseal portal system,Hepatic portal system,All the above,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_132_1d4b2e34,Pulmonary circulation is required for,Nutrient supply to lungs,Elimination of waste products from the lungs,Oxygenation of deoxygenated blood,Nutrient supply to heart,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_133_20db1153,Which of the following is true about hypertension?,It leads to cardiac diseases.,It affects vital organs like brain and kidney.,"It repeats the check of blood pressure of an individual as 140/90 or higher, it shows hypertension.",All the above,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_136_181d6d53,"It is often referred to as atherosclerosis, it affects the blood vessels that supply blood to the heart muscles. It is caused by the deposition of Ca, fat, cholesterol and fibrous tissues making the lumen of arteries narrow",CAD,SCID,Blue baby,myocarditis,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_137_0ba859fe,The given figure describes the diagrammatic representation of standard ECG. Column I A. P-wave B. QRS complex C. T-wave I. Ventricular depolarization followed by ventricular contraction,"A-I, B-II, C-III II. Atrial depolarization followed by systole of both atria","A-III, B-II, C-I","A-II, B-I, C-III III. Ventricular repolarization followed by ventricular relaxation","A-II, B-III, C-I",C,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//761ad66e-cfeb-4c52-9b5b-b3590a9a23c9/markdown_2/imgs/img_in_image_box_311_1083_624_1202.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A01%3A51Z%2F-1%2F%2Fdae37b9ba3e6ac93e06368589f83a43a829365cd4fc801932fb4e6f29b1533ae,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//761ad66e-cfeb-4c52-9b5b-b3590a9a23c9/markdown_2/imgs/img_in_image_box_311_1083_624_1202.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A01%3A51Z%2F-1%2F%2Fdae37b9ba3e6ac93e06368589f83a43a829365cd4fc801932fb4e6f29b1533ae
pearson_body_fluids_and_circulation_practice_139_48979636,"Which is the nature of blood passing through blood vessels (A, B, C and D)? What is the nature of blood passing through blood vessels (A, B, C and D)?",Oxygenated Deoxygenated Oxygenated Deoxygenated,Oxygenated Oxygenated Deoxygenated Deoxygenated,Deoxygenated Oxygenated Oxygenated,Deoxygenated Oxygenated Deoxygenated Oxygenated,A,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//761ad66e-cfeb-4c52-9b5b-b3590a9a23c9/markdown_3/imgs/img_in_image_box_381_941_552_1229.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A01%3A52Z%2F-1%2F%2Fca97983e0ce067a3aa61c74cc5c63b51c99b6e6a32aae3d89596ffad9214c188,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//761ad66e-cfeb-4c52-9b5b-b3590a9a23c9/markdown_3/imgs/img_in_image_box_381_941_552_1229.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A01%3A52Z%2F-1%2F%2Fca97983e0ce067a3aa61c74cc5c63b51c99b6e6a32aae3d89596ffad9214c188
pearson_body_fluids_and_circulation_practice_140_1d091df6,Identify the following blood vessels.,Capillary Artery Vein,Vein Capillary Artery,Vein Artery Capillary,Artery Vein Capillary,C,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//761ad66e-cfeb-4c52-9b5b-b3590a9a23c9/markdown_4/imgs/img_in_image_box_268_324_662_542.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A01%3A53Z%2F-1%2F%2Ffe6748ce117cae72b9c015a6f04968ff873f89a7355467252d0cb9ffdf037dc6,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//761ad66e-cfeb-4c52-9b5b-b3590a9a23c9/markdown_4/imgs/img_in_image_box_268_324_662_542.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A01%3A53Z%2F-1%2F%2Ffe6748ce117cae72b9c015a6f04968ff873f89a7355467252d0cb9ffdf037dc6
pearson_body_fluids_and_circulation_practice_141_4d3219e5,The given diagram shows which cell of blood?,Neturophil,Basophil,Eosinophil,Monocyte,C,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//761ad66e-cfeb-4c52-9b5b-b3590a9a23c9/markdown_4/imgs/img_in_image_box_431_729_503_796.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A01%3A54Z%2F-1%2F%2F1b14a081251c71f8a9c0db582ff6e9419431ea7fed436b89cb0c520efaa804d0,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//761ad66e-cfeb-4c52-9b5b-b3590a9a23c9/markdown_4/imgs/img_in_image_box_431_729_503_796.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A01%3A54Z%2F-1%2F%2F1b14a081251c71f8a9c0db582ff6e9419431ea7fed436b89cb0c520efaa804d0
pearson_body_fluids_and_circulation_practice_142_8796a346,Which of the following is a true statement about this diagram?,This is the most abundant cell of blood.,This cell is phagocytic in nature.,Abundance in blood is 60-65%.,"This cell secrete histamine, serotonin and heparin.",B,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//761ad66e-cfeb-4c52-9b5b-b3590a9a23c9/markdown_4/imgs/img_in_image_box_434_886_500_946.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A01%3A54Z%2F-1%2F%2F653a909e98125e4daa1a5e9ffee9b5b52237bd3d024c796f0caebbcd6cc53379,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//761ad66e-cfeb-4c52-9b5b-b3590a9a23c9/markdown_4/imgs/img_in_image_box_434_886_500_946.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A01%3A54Z%2F-1%2F%2F653a909e98125e4daa1a5e9ffee9b5b52237bd3d024c796f0caebbcd6cc53379
pearson_body_fluids_and_circulation_practice_143_e8780288,The function of the cell fragments in blood (given in the diagram) is,To resist infection,To be responsible for immune response,To help in clotting of blood,To resist allergy,C,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//761ad66e-cfeb-4c52-9b5b-b3590a9a23c9/markdown_4/imgs/img_in_image_box_440_1098_495_1147.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A01%3A54Z%2F-1%2F%2F0ef4a97d2e88b426983c61f2ae2a54538eb1649ebc551954350f66efd3589190,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//761ad66e-cfeb-4c52-9b5b-b3590a9a23c9/markdown_4/imgs/img_in_image_box_440_1098_495_1147.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A01%3A54Z%2F-1%2F%2F0ef4a97d2e88b426983c61f2ae2a54538eb1649ebc551954350f66efd3589190
